date,Q1,Q2,Q3,Q4,Overall,P,P_12m_change,wage_index_1,wage_index_2,wage_index_3,wage_index_4,med_wage_index,P_norm,price_mom_grth,q1_mom_grth,q2_mom_grth,q3_mom_grth,q4_mom_grth,med_mom_grth,P_1m_change,nom_wage_index_1,nom_wage_index_2,nom_wage_index_3,nom_wage_index_4,med_nom_wage_index,price_index,real_wage_index_1,real_wage_index_2,real_wage_index_3,real_wage_index_4,med_real_wage_index,predicted_real_wage_index_1,predicted_real_wage_index_2,predicted_real_wage_index_3,predicted_real_wage_index_4,predicted_med_real_wage_index,predicted_price_index
2000-11-01,5.7,5.0,5.0,4.7,5.1,174.2,3.444180522565321,1,1,1,1,1,0.6728310661012105,1.0017251293847038,1.00475,1.0041666666666667,1.0041666666666667,1.0039166666666666,1.00425,1.0028701504354711,1.0525480230537165,1.0474084741773155,1.0455846506299602,1.044370381858359,1.046626487480059,1.0319905213270137,1.0199202427753584,1.0149400140133809,1.0131727269020514,1.011996099068261,1.014182268005936,1.047086119604029,1.033354864162401,1.03239796944284,1.03306427344964,1.0349999620555514,1.0393348745066766
2000-12-01,5.9,5.0,4.9,4.8,5.1,174.6,3.4360189573459543,1,1,1,1,1,0.6743760283655071,1.002296211251435,1.0049166666666667,1.0041666666666667,1.0040833333333334,1.004,1.00425,1.0028633491311216,1.0577230508337307,1.0517726761530544,1.0498541212866994,1.0485478633857923,1.0510746500518493,1.034360189573459,1.0225867753764826,1.01683406491773,1.0149792421145187,1.0137163765150163,1.016159226396061,1.0481269240970466,1.0344135583879517,1.0334056340464686,1.0341685732179926,1.036046192216466,1.04149444875177
2001-01-01,5.8,5.1,5.0,4.8,5.1,175.6,3.7212049616065945,1,1,1,1,1,0.6782384340262488,1.0057273768613975,1.0048333333333332,1.00425,1.0041666666666667,1.004,1.00425,1.0031010041346722,1.0628353789127603,1.056242710026705,1.0542285134587273,1.0527420548393356,1.0555417173145698,1.0402843601895728,1.0216777446496244,1.0153403727363775,1.0134041746687543,1.0119752782282458,1.0146665255279015,1.0491677285900642,1.0354722526135023,1.034413298650097,1.0352728729863454,1.0370924223773808,1.0436540229968634
2001-02-01,5.8,5.1,5.0,4.9,5.2,176.0,3.529411764705892,1,1,1,1,1,0.6797833962905456,1.0022779043280183,1.0048333333333332,1.00425,1.0041666666666667,1.0040833333333334,1.0043333333333333,1.0029411764705882,1.067972416577505,1.0607317415443185,1.0586211322648054,1.057040751563263,1.0601157314229328,1.0426540284360184,1.0242826358993349,1.0173381702993243,1.0153139041267003,1.0137981753629481,1.0167473605919952,1.0502085330830817,1.036530946839053,1.0354209632537255,1.0363771727546982,1.0381386525382954,1.0458135972419567
2001-03-01,5.8,5.1,4.9,4.9,5.2,176.1,2.9824561403508643,1,1,1,1,1,0.6801696368566197,1.0005681818181817,1.0048333333333332,1.00425,1.0040833333333334,1.0040833333333334,1.0043333333333333,1.002485380116959,1.0731342832576296,1.0652398514458818,1.0629438352215534,1.061357001298813,1.0647095662590988,1.0432464454976298,1.0286488757177057,1.0210816974677168,1.0188808596558678,1.017359805901418,1.0205733945743098,1.0512493375760992,1.0375896410646035,1.036428627857354,1.0374814725230508,1.03918488269921,1.04797317148705
2001-04-01,6.0,5.1,5.0,4.9,5.2,176.4,3.2182562902282053,1,1,1,1,1,0.6813283585548423,1.001703577512777,1.005,1.00425,1.0041666666666667,1.0040833333333334,1.0043333333333333,1.002681880241857,1.0784999546739176,1.069767120814527,1.0673727678683098,1.0656908757207832,1.0693233077128883,1.045023696682464,1.0320339702321846,1.0236773809154889,1.0213861860327142,1.0197767563586637,1.0232526890132405,1.0522901420691169,1.038648335290154,1.0374362924609826,1.0385857722914036,1.040231112860125,1.0501327457321432
2001-05-01,5.9,5.0,5.0,4.9,5.2,177.3,3.5630841121495394,1,1,1,1,1,0.6848045236495099,1.0051020408163267,1.0049166666666667,1.0041666666666667,1.0041666666666667,1.0040833333333334,1.0043333333333333,1.0029692367601246,1.0838025794510644,1.074224483817921,1.0718201544010943,1.0700424467966432,1.0739570420463107,1.0503554502369665,1.0318436289415664,1.0227247200703051,1.020435657433191,1.0187431755176166,1.0224700998162284,1.0533309465621343,1.0397070295157047,1.0384439570646111,1.0396900720597564,1.0412773430210396,1.0522923199772365
2001-06-01,5.8,5.0,5.0,5.0,5.3,177.7,3.193960511033689,1,1,1,1,1,0.6863494859138065,1.0022560631697686,1.0048333333333332,1.0041666666666667,1.0041666666666667,1.0041666666666667,1.0044166666666667,1.0026616337591947,1.0890409585850778,1.0787004191671623,1.076286071711099,1.074500956991629,1.0787003523153487,1.0527251184834119,1.034496982606422,1.0246743430242942,1.022380916740763,1.0206852084422458,1.0246742795207142,1.0543717510551518,1.0407657237412553,1.0394516216682397,1.040794371828109,1.0423235731819542,1.0544518942223298
2001-07-01,5.9,5.0,5.1,5.0,5.2,177.4,2.7214823393167498,1,1,1,1,1,0.685190764215584,0.9983117613956106,1.0049166666666667,1.0041666666666667,1.00425,1.0041666666666667,1.0043333333333333,1.0022679019494307,1.0943954099647877,1.0831950042470255,1.0808602875158713,1.0789780443124275,1.0833747205087152,1.0509478672985777,1.0413412920070815,1.030683859734487,1.0284623254378757,1.026671329650157,1.0308548637084058,1.0554125555481695,1.041824417966806,1.0404592862718682,1.0418986715964618,1.0433698033428689,1.056611468467423
2001-08-01,6.0,4.9,5.2,5.0,5.2,177.4,2.7214823393167498,1,1,1,1,1,0.685190764215584,1.0,1.005,1.0040833333333334,1.0043333333333333,1.0041666666666667,1.0043333333333333,1.0022679019494307,1.0998673870146114,1.0876180505143678,1.08554401542844,1.0834737861637294,1.0880693442975862,1.0509478672985777,1.0465479984671167,1.0348924854950696,1.032918995514773,1.0309491268570328,1.0353219014511423,1.056453360041187,1.0428831121923565,1.0414669508754968,1.0430029713648146,1.0444160335037835,1.0587710427125163
2001-09-01,6.0,4.8,5.1,4.9,5.2,178.1,2.5921658986175045,1,1,1,1,1,0.6878944481781032,1.0039458850056369,1.005,1.004,1.00425,1.0040833333333334,1.0043333333333333,1.0021601382488479,1.1053667239496843,1.0919685227164253,1.0901575774940109,1.0878979707905647,1.092784311456209,1.0550947867298572,1.0476468444845974,1.0349482685824407,1.0332318870353123,1.0310902721473747,1.0357214585839876,1.0574941645342044,1.0439418064179071,1.0424746154791251,1.0441072711331671,1.0454622636646982,1.0609306169576096
2001-10-01,5.9,4.9,5.2,4.9,5.2,177.6,2.127659574468077,1,1,1,1,1,0.6859632453477323,0.9971925884334644,1.0049166666666667,1.0040833333333334,1.0043333333333333,1.0040833333333334,1.0043333333333333,1.00177304964539,1.1108014436757703,1.0964273941841842,1.0948815936631515,1.0923402208379596,1.0975197101391858,1.0521327014218005,1.055761732502647,1.042099910688572,1.04063070388705,1.0382152549405836,1.0431381028800375,1.058534969027222,1.0450005006434577,1.0434822800827537,1.04521157090152,1.046508493825613,1.0630901912027029
2001-11-01,5.7,4.9,5.1,4.9,5.1,177.5,1.894374282433997,1,1,1,1,1,0.6855770047816582,0.9994369369369369,1.00475,1.0040833333333334,1.00425,1.0040833333333334,1.00425,1.0015786452353617,1.1160777505332302,1.1009044727104365,1.09953484043622,1.096800610073048,1.1021841689072776,1.051540284360189,1.0613742213521653,1.0469446478508269,1.0456421468486423,1.0430419322835527,1.0481616209101325,1.0595757735202396,1.0460591948690086,1.0444899446863822,1.0463158706698727,1.0475547239865277,1.0652497654477961
2001-12-01,5.7,4.9,5.1,4.9,5.1,177.4,1.603665521191311,1,1,1,1,1,0.685190764215584,0.9994366197183099,1.00475,1.0040833333333334,1.00425,1.0040833333333334,1.00425,1.001336387934326,1.121379119848263,1.1053998326406709,1.104207863508074,1.1012792125641797,1.1068684516251335,1.0509478672985777,1.0670168851769273,1.0518122421067944,1.050678057272621,1.0478913815154094,1.0532096653569483,1.060616578013257,1.0471178890945592,1.0454976092900108,1.0474201704382253,1.0486009541474424,1.0674093396928894
2002-01-01,5.7,4.8,5.0,4.9,5.1,177.7,1.1958997722095743,1,1,1,1,1,0.6863494859138065,1.0016910935738443,1.00475,1.004,1.0041666666666667,1.0040833333333334,1.00425,1.000996583143508,1.1267056706675422,1.1098214319712336,1.1088087296060243,1.1057761026821502,1.1115726425445405,1.0527251184834117,1.0702752797337156,1.054236678203401,1.0532746964406134,1.0503939568528253,1.0559001804249777,1.0616573825062745,1.0481765833201098,1.0465052738936393,1.0485244702065781,1.049647184308357,1.0695689139379827
2002-02-01,5.6,4.8,5.0,4.9,5.0,178.0,1.1363636363636465,1,1,1,1,1,0.687508207612029,1.0016882386043895,1.0046666666666666,1.004,1.0041666666666667,1.0040833333333334,1.0041666666666667,1.0009469696969697,1.1319636304639906,1.1142607176991186,1.1134287659793827,1.1102913551014357,1.1162041952218094,1.0545023696682458,1.0734576450692233,1.0566697143124233,1.055880762344494,1.052905509781587,1.0585127424350647,1.0626981869992922,1.0492352775456604,1.047512938497268,1.049628769974931,1.0506934144692717,1.071728488183076
2002-03-01,5.4,4.7,5.0,4.9,4.9,178.5,1.3628620102214661,1,1,1,1,1,0.6894394104424,1.002808988764045,1.0045,1.0039166666666666,1.0041666666666667,1.0040833333333334,1.0040833333333334,1.0011357183418512,1.1370574668010784,1.1186249055101067,1.1180680525042967,1.1148250448014334,1.1207620290189653,1.0574644549763028,1.0752677893334572,1.0578368854347682,1.0573102927883775,1.054243515756202,1.0598578739406241,1.0637389914923097,1.050293971771211,1.0485206031008965,1.0507330697432835,1.0517396446301863,1.0738880624281693
2002-04-01,5.2,4.6,4.9,4.9,4.8,179.3,1.643990929705219,1,1,1,1,1,0.6925293349709933,1.0044817927170868,1.0043333333333333,1.0038333333333334,1.0040833333333334,1.0040833333333334,1.004,1.001369992441421,1.1419847158238832,1.1229129676478955,1.1226334970520226,1.1193772470677061,1.125245077135041,1.0622037914691937,1.075108867992591,1.0571539818124085,1.0568908773138959,1.0538253168155545,1.0593495204706918,1.0647797959853271,1.0513526659967616,1.049528267704525,1.0518373695116363,1.0527858747911012,1.0760476366732625
2002-05-01,5.2,4.6,4.9,4.9,4.8,179.5,1.2408347433727984,1,1,1,1,1,0.6933018161031417,1.0011154489682097,1.0043333333333333,1.0038333333333334,1.0040833333333334,1.0040833333333334,1.004,1.0010340289528106,1.14693331625912,1.1272174673572124,1.1272175838316518,1.1239480374932327,1.1297460574435811,1.0633886255924165,1.078564589328911,1.0600240027292342,1.060024112260629,1.0569494636705168,1.0624018634901202,1.0658206004783448,1.0524113602223122,1.0505359323081533,1.0529416692799891,1.0538321049520158,1.0782072109183558
2002-06-01,5.0,4.5,4.8,4.8,4.7,179.6,1.0692177827799743,1,1,1,1,1,0.6936880566692158,1.0005571030640668,1.0041666666666667,1.00375,1.004,1.004,1.0039166666666666,1.0008910148189833,1.1517122050768662,1.131444532859802,1.1317264541669785,1.1284438296432056,1.1341708961685684,1.0639810426540277,1.0824555691368327,1.0634066656276988,1.0636716339832188,1.0605864055889378,1.065969082813221,1.0668614049713623,1.0534700544478628,1.051543596911782,1.054045969048342,1.0548783351129305,1.080366785163449
2002-07-01,4.8,4.5,4.6,4.8,4.6,180.0,1.465614430665152,1,1,1,1,1,0.6952330189335125,1.0022271714922049,1.004,1.00375,1.0038333333333334,1.004,1.0038333333333334,1.0012213453588876,1.1563190538971737,1.135687449858026,1.136064738907952,1.1329576049617784,1.1385185512705478,1.066350710900473,1.0843703127657949,1.065022452977972,1.0653762662647912,1.062462465097491,1.06767739696927,1.0679022094643797,1.0545287486734134,1.0525512615154105,1.0551502688166945,1.0559245652738452,1.0825263594085426
2002-08-01,4.6,4.4,4.5,4.8,4.5,180.5,1.747463359639223,1,1,1,1,1,0.6971642217638834,1.0027777777777778,1.0038333333333334,1.0036666666666667,1.00375,1.004,1.00375,1.001456219466366,1.1607516102704463,1.1398516371741723,1.1403249816788565,1.1374894353816256,1.1427879958378122,1.0693127962085298,1.0855117552002853,1.0659665172022186,1.0664091795423334,1.063757433198995,1.0687125412599605,1.0689430139573974,1.055587442898964,1.053558926119039,1.0562545685850473,1.0569707954347598,1.0846859336536359
2002-09-01,4.5,4.2,4.3,4.7,4.4,180.8,1.516002245929271,1,1,1,1,1,0.698322943462106,1.001662049861496,1.00375,1.0035,1.0035833333333333,1.0039166666666666,1.0036666666666667,1.0012633352049412,1.1651044288089603,1.143841117904282,1.144411146196539,1.1419446023368702,1.1469782184892177,1.0710900473933642,1.0877744888437646,1.0679224596362993,1.0684546541923445,1.0661518189959283,1.0708513455806419,1.069983818450415,1.0566461371245146,1.0545665907226676,1.0573588683534,1.0580170255956745,1.0868455078987291
2002-10-01,4.5,4.0,4.2,4.6,4.3,181.2,2.0270270270270174,1,1,1,1,1,0.6998679057264026,1.0022123893805308,1.00375,1.0033333333333334,1.0035,1.0038333333333334,1.0035833333333333,1.0016891891891893,1.1694735704169938,1.1476539216306296,1.1484165852082269,1.1463220566458283,1.1510882237721374,1.0734597156398096,1.0894433702339332,1.0691168982960841,1.0698273707679296,1.0678761763897129,1.072316181968747,1.0710246229434324,1.0577048313500652,1.0555742553262961,1.0584631681217527,1.0590632557565893,1.0890050821438224
2002-11-01,4.3,3.9,4.0,4.5,4.1,181.5,2.2535211267605604,1,1,1,1,1,0.7010266274246252,1.001655629139073,1.0035833333333333,1.00325,1.0033333333333334,1.00375,1.0034166666666666,1.0018779342723005,1.1736641840443214,1.151383796875929,1.1522446404922544,1.15062076435825,1.1550211085366922,1.075236966824644,1.0915400235078874,1.070818649656512,1.0716192579343948,1.070109008394891,1.0742014497024448,1.07206542743645,1.0587635255756158,1.0565819199299247,1.0595674678901055,1.060109485917504,1.0911646563889157
2002-12-01,4.1,3.9,3.9,4.4,4.1,181.8,2.4802705749718212,1,1,1,1,1,0.7021853491228477,1.0016528925619834,1.0034166666666666,1.00325,1.00325,1.0036666666666667,1.0034166666666666,1.0020668921458098,1.177674203339806,1.1551257942157758,1.1559894355738543,1.154839707160897,1.1589674306575257,1.077014218009478,1.0934620765883354,1.0725260399539223,1.0733279247792449,1.0722604101691944,1.0760929719196395,1.0731062319294675,1.0598222198011664,1.0575895845335532,1.0606717676584583,1.0611557160784186,1.093324230634009
2003-01-01,4.0,3.9,3.9,4.4,4.0,182.6,2.757456387169399,1,1,1,1,1,0.705275273651441,1.0044004400440043,1.0033333333333334,1.00325,1.00325,1.0036666666666667,1.0033333333333334,1.0022978803226412,1.1815997840176053,1.158879953046977,1.1597464012394691,1.159074119420487,1.1628306554263843,1.0817535545023689,1.0923003479856075,1.0712975688627047,1.0720985352093237,1.07147706110722,1.074949696801609,1.074147036422485,1.060880914026717,1.0585972491371816,1.0617760674268109,1.0622019462393333,1.0954838048791022
2003-02-01,3.8,3.9,3.8,4.4,4.0,183.6,3.146067415730336,1,1,1,1,1,0.7091376793121827,1.0054764512595837,1.0031666666666668,1.00325,1.0031666666666668,1.0036666666666667,1.0033333333333334,1.002621722846442,1.1853415166669945,1.1626463128943798,1.163418931510061,1.1633240578583621,1.166706757611139,1.0876777251184826,1.089791111184035,1.0689253682819797,1.069635706094218,1.0695484802096495,1.072658500461658,1.0751878409155027,1.0619396082522676,1.0596049137408101,1.0628803671951637,1.063248176400248,1.0976433791241955
2003-03-01,3.7,3.8,3.6,4.2,3.9,183.9,3.025210084033625,1,1,1,1,1,0.7102964010104054,1.0016339869281048,1.0030833333333333,1.0031666666666668,1.003,1.0035,1.00325,1.0025210084033613,1.1889963196767177,1.1663280262185454,1.166909188304591,1.1673956920608664,1.170498554573375,1.089454976303317,1.091368019366123,1.0705610159091383,1.0710944588679447,1.0715410158775114,1.074389102838422,1.0762286454085201,1.0629983024778182,1.0606125783444387,1.0639846669635165,1.0642944065611628,1.0998029533692888
2003-04-01,3.7,3.7,3.6,4.1,3.8,183.2,2.175125488008911,1,1,1,1,1,0.7075927170478861,0.9961935834692767,1.0030833333333333,1.0030833333333333,1.003,1.0034166666666666,1.0031666666666668,1.0018126045733409,1.1926623916623875,1.1699242042993858,1.1704099158695047,1.171384294008741,1.1742051333295243,1.0853080568720372,1.0989160027980958,1.0779650965378627,1.0784126299059635,1.0793104193704999,1.0819095333298243,1.0772694499015376,1.0640569967033688,1.0616202429480672,1.065088966731869,1.0653406367220775,1.101962527614382
2003-05-01,3.6,3.7,3.7,4.0,3.7,182.9,1.8941504178273005,1,1,1,1,1,0.7064339953496636,0.9983624454148472,1.003,1.0030833333333333,1.0030833333333333,1.0033333333333334,1.0030833333333333,1.0015784586815228,1.1962403788373746,1.1735314705959756,1.174018679776769,1.1752889083221034,1.1778255991572903,1.083530805687203,1.1040206448756094,1.0830623960448378,1.0835120456332354,1.0846843506001704,1.0870254846241156,1.078310254394555,1.0651156909289194,1.0626279075516958,1.0661932665002218,1.0663868668829921,1.1041221018594753
2003-06-01,3.5,3.7,3.6,4.0,3.7,183.1,1.948775055679297,1,1,1,1,1,0.7072064764818119,1.0010934937124112,1.0029166666666667,1.0030833333333333,1.003,1.0033333333333334,1.0030833333333333,1.0016239792130661,1.1997294132756502,1.1771498592969798,1.1775407358160992,1.1792065380165104,1.1814572280880253,1.0847156398104258,1.106031266853795,1.085215162475862,1.085575511773663,1.087111215822977,1.0891861283520414,1.0793510588875728,1.06617438515447,1.0636355721553243,1.0672975662685746,1.0674330970439068,1.1062816761045686
2003-07-01,3.5,3.7,3.6,3.9,3.7,183.7,2.055555555555544,1,1,1,1,1,0.7095239198782569,1.0032768978700164,1.0029166666666667,1.0030833333333333,1.003,1.00325,1.0030833333333333,1.0017129629629629,1.2032286240643708,1.1807794046964788,1.1810733580235473,1.183038959265064,1.1851000545412966,1.088270142180094,1.1056341412197384,1.0850057893999225,1.0852759000238157,1.0870820703535273,1.088975989148454,1.0803918633805902,1.0672330793800207,1.064643236758953,1.0684018660369272,1.0684793272048214,1.108441250349662
2003-08-01,3.4,3.7,3.5,3.9,3.6,184.5,2.216066481994461,1,1,1,1,1,0.7126138444068504,1.0043549265106153,1.0028333333333332,1.0030833333333333,1.0029166666666667,1.00325,1.003,1.0018467220683287,1.2066377718325532,1.184420141194293,1.1845181553177826,1.1868838358826754,1.1886553547049203,1.0930094786729851,1.1039591104896211,1.0836320858189528,1.083721759445213,1.0858861327750446,1.0875069044671581,1.0814326678736077,1.0682917736055713,1.0656509013625812,1.06950616580528,1.069525557365736,1.1106008245947552
2003-09-01,3.3,3.7,3.4,3.9,3.6,185.1,2.378318584070782,1,1,1,1,1,0.7149312878032954,1.0032520325203251,1.00275,1.0030833333333333,1.0028333333333332,1.00325,1.003,1.0019819321533923,1.2099560257050928,1.1880721032963086,1.187874290091183,1.190741208349294,1.1922213207690349,1.0965639810426533,1.1034066836251746,1.083449870537099,1.083269476863273,1.0858839328436574,1.087233705812065,1.0824734723666254,1.0693504678311219,1.0666585659662098,1.0706104655736328,1.070571787526651,1.1127603988398485
2003-10-01,3.3,3.8,3.4,3.8,3.6,184.9,2.041942604856528,1,1,1,1,1,0.7141588066711471,0.9989195029713669,1.00275,1.0031666666666668,1.0028333333333332,1.0031666666666668,1.003,1.0017016188373804,1.213283404775782,1.1918343316234137,1.191239933913108,1.1945118888424002,1.1957979847313418,1.0953791469194305,1.1076378514123966,1.088056436874161,1.0875137958060181,1.0905008482238903,1.09167495847837,1.0835142768596429,1.0704091620566725,1.0676662305698383,1.0717147653419854,1.0716180176875656,1.1149199730849417
2003-11-01,3.3,3.8,3.4,3.8,3.6,185.0,1.9283746556473913,1,1,1,1,1,0.7145450472372212,1.0005408328826393,1.00275,1.0031666666666668,1.0028333333333332,1.0031666666666668,1.003,1.0016069788797062,1.2166199341389152,1.1956084736735546,1.1946151137258616,1.1982945098237345,1.1993853786855357,1.095971563981042,1.1100834858521569,1.09091194787079,1.0900055740374355,1.0933627743689,1.0943581184979383,1.0845550813526603,1.071467856282223,1.068673895173467,1.0728190651103382,1.0726642478484802,1.117079547330035
2003-12-01,3.2,3.7,3.5,3.7,3.5,185.5,2.0352035203520247,1,1,1,1,1,0.7164762500675921,1.0027027027027027,1.0026666666666666,1.0030833333333333,1.0029166666666667,1.0030833333333333,1.0029166666666667,1.0016960029336266,1.2198642539632856,1.1992949331340481,1.198099407807562,1.2019892512290244,1.2028835860400353,1.0989336492890986,1.1100435906684785,1.0913260631430053,1.0902381673203052,1.0937778199863046,1.0945916405582647,1.085595885845678,1.0725265505077737,1.0696815597770954,1.073923364878691,1.073710478009395,1.1192391215751283
2004-01-01,3.2,3.7,3.4,3.7,3.5,186.3,2.026286966046009,1,1,1,1,1,0.7195661745961855,1.004312668463612,1.0026666666666666,1.0030833333333333,1.0028333333333332,1.0030833333333333,1.0029166666666667,1.001688572471705,1.2231172253071876,1.2029927591778782,1.20149402279635,1.2056953847536473,1.2063919964993188,1.1036729857819896,1.1082243029084995,1.0899902187290715,1.0886322654214924,1.0924389744842504,1.0930701503439892,1.0866366903386955,1.0735852447333243,1.070689224380724,1.0750276646470436,1.0747567081703095,1.1213986958202216
2004-02-01,3.2,3.6,3.4,3.6,3.4,186.7,1.688453159041381,1,1,1,1,1,0.7211111368604821,1.0021470746108425,1.0026666666666666,1.003,1.0028333333333332,1.003,1.0028333333333332,1.0014070442992011,1.22637887124134,1.2066017374554117,1.2048982558609396,1.2093124709079082,1.2098101071560667,1.106042654028435,1.1087988937629265,1.090917907244101,1.0893777482020717,1.0933687471304505,1.09381867213682,1.087677494831713,1.074643938958875,1.0716968889843526,1.0761319644153964,1.0758029383312242,1.123558270065315
2004-03-01,3.2,3.6,3.4,3.7,3.5,187.1,1.7400761283306032,1,1,1,1,1,0.7226560991247788,1.0021424745581147,1.0026666666666666,1.003,1.0028333333333332,1.0030833333333333,1.0029166666666667,1.0014500634402754,1.2296492148979834,1.2102215426677778,1.2083121342525454,1.2130411843598743,1.2133387199686052,1.1084123222748805,1.1093788747983955,1.0918513971262485,1.0901287453865838,1.094395253447071,1.0946636874970643,1.0887182993247306,1.0757026331844255,1.0727045535879811,1.0772362641837492,1.076849168492139,1.1257178443104083
